# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413394888.15576 0.028782 0.050060 0.290861 0.823105 0.014787 0.567679 0.004551 0.0008005143 0.0000244313 -0.0003051243 0.0000144489 -0.0000088726 0.0001298786 0.0011431725 0.0000314421 0.0000095714 0.0010557400 0.0000011061 0.0011477584
1413394888.20576 0.042480 0.057190 0.308035 0.820838 0.013164 0.570977 0.006103 0.0007947584 0.0000238407 -0.0002933060 0.0000145904 -0.0000082668 0.0001217670 0.0011435679 0.0000311045 0.0000134401 0.0010576621 0.0000034721 0.0011539540
1413394888.25576 0.055482 0.066735 0.324870 0.819220 0.013980 0.573283 0.005439 0.0007932489 0.0000232682 -0.0002880769 0.0000147095 -0.0000079327 0.0001182056 0.0011453679 0.0000296773 0.0000166552 0.0010610847 0.0000057355 0.0011583261
1413394888.30576 0.069120 0.077350 0.341572 0.819558 0.016166 0.572732 0.006404 0.0007774875 0.0000246040 -0.0002816761 0.0000148957 -0.0000083702 0.0001156561 0.0011465909 0.0000289458 0.0000210985 0.0010646283 0.0000077685 0.0011634110
1413394888.35576 0.082834 0.088934 0.360121 0.819909 0.018336 0.572186 0.004165 0.0007694396 0.0000223563 -0.0002787944 0.0000147176 -0.0000075482 0.0001146716 0.0011446523 0.0000276069 0.0000207320 0.0010681107 0.0000098797 0.0011638677
1413394888.40576 0.093970 0.099069 0.374306 0.820713 0.020298 0.570968 0.003615 0.0007557955 0.0000212258 -0.0002760747 0.0000143880 -0.0000071447 0.0001143501 0.0011427521 0.0000275220 0.0000199788 0.0010689892 0.0000116703 0.0011626706
1413394888.45576 0.106816 0.114897 0.391530 0.821430 0.022772 0.569851 0.002130 0.0007503736 0.0000200181 -0.0002758554 0.0000144507 -0.0000066658 0.0001149647 0.0011469692 0.0000273290 0.0000247071 0.0010732980 0.0000158574 0.0011701598
1413394888.50576 0.122380 0.130100 0.411003 -0.822879 -0.023719 -0.567721 0.000785 0.0007424026 0.0000155784 -0.0002762660 0.0000141910 -0.0000050084 0.0001164080 0.0011495938 0.0000274492 0.0000278637 0.0010782858 0.0000206638 0.0011755409
1413394888.55576 0.135857 0.147108 0.423064 -0.824038 -0.023286 -0.566044 0.003560 0.0007307680 0.0000095065 -0.0002745302 0.0000137238 -0.0000027072 0.0001167561 0.0011514272 0.0000275303 0.0000303161 0.0010828680 0.0000265209 0.0011806366
1413394888.60576 0.153502 0.161026 0.433596 -0.825112 -0.023406 -0.564446 0.006566 0.0007252818 0.0000054521 -0.0002753383 0.0000136718 -0.0000011506 0.0001182556 0.0011570490 0.0000260936 0.0000337373 0.0010903677 0.0000320150 0.0011859515
1413394888.65576 0.173693 0.179846 0.441932 -0.825251 -0.026075 -0.564060 0.010820 0.0007029111 0.0000028037 -0.0002669667 0.0000119935 -0.0000002733 0.0001143562 0.0011400016 0.0000205605 0.0000180025 0.0010797507 0.0000302601 0.0011584661
1413394888.70576 0.193218 0.194642 0.445493 -0.823253 -0.027036 -0.566878 0.013141 0.0007013881 0.0000014097 -0.0002608021 0.0000119861 0.0000002629 0.0001098793 0.0011449673 0.0000169889 0.0000210005 0.0010870542 0.0000332055 0.0011595489
1413394888.75576 0.212588 0.207792 0.443883 -0.820827 -0.024867 -0.570378 0.017117 0.0006983144 -0.0000040903 -0.0002524447 0.0000119922 0.0000022719 0.0001040884 0.0011508299 0.0000133400 0.0000241125 0.0010944365 0.0000339235 0.0011564050
1413394888.80576 0.232865 0.221830 0.444776 -0.817107 -0.022596 -0.575674 0.020604 0.0006895928 -0.0000082346 -0.0002391986 0.0000118593 0.0000035929 0.0000956124 0.0011555203 0.0000071462 0.0000233520 0.0010991549 0.0000295874 0.0011436961
1413394888.85576 0.255129 0.236910 0.446536 -0.814717 -0.020705 -0.579004 0.023719 0.0006877761 -0.0000130675 -0.0002315495 0.0000120294 0.0000051424 0.0000905348 0.0011623733 0.0000024671 0.0000264021 0.0011078863 0.0000300891 0.0011411518
1413394888.90576 0.277084 0.250726 0.448327 -0.812299 -0.019103 -0.582288 0.027335 0.0006887124 -0.0000184203 -0.0002253939 0.0000122830 0.0000067760 0.0000862685 0.0011687385 -0.0000029164 0.0000287879 0.0011167685 0.0000299660 0.0011386367
1413394888.95576 0.298045 0.263588 0.445970 -0.810469 -0.015236 -0.584873 0.028823 0.0006672209 -0.0000217980 -0.0002137371 0.0000124710 0.0000077176 0.0000808867 0.0011744584 -0.0000080993 0.0000293996 0.0011236232 0.0000262784 0.0011290048
1413394889.00576 0.318209 0.278776 0.450488 -0.809530 -0.016092 -0.586015 0.031426 0.0004805273 -0.0000163986 -0.0001530474 0.0000121320 0.0000059703 0.0000610649 0.0011628491 0.0000017056 0.0000312016 0.0011155078 0.0000221373 0.0011231139
1413394889.05576 0.339735 0.293225 0.455336 -0.808032 -0.015083 -0.588021 0.032975 0.0004156163 -0.0000154685 -0.0001303256 0.0000120604 0.0000056120 0.0000530781 0.0011577883 0.0000040120 0.0000293100 0.0011145853 0.0000211039 0.0011185365
1413394889.10576 0.363510 0.304381 0.459961 -0.807612 -0.011225 -0.588708 0.032537 0.0003648338 -0.0000148094 -0.0001133786 0.0000120726 0.0000053642 0.0000473692 0.0011560448 0.0000061051 0.0000295683 0.0011123214 0.0000191410 0.0011155288
1413394889.15576 0.385550 0.315086 0.463992 -0.806836 -0.010291 -0.589959 0.029292 0.0003155011 -0.0000108090 -0.0000968294 0.0000118159 0.0000040504 0.0000417797 0.0011556030 0.0000098810 0.0000309820 0.0011081390 0.0000179780 0.0011136289
1413394889.20576 0.408528 0.327055 0.472354 -0.804110 -0.012683 -0.593774 0.026048 0.0002800218 -0.0000068248 -0.0000832720 0.0000115529 0.0000027043 0.0000366980 0.0011555329 0.0000120568 0.0000318626 0.0011068253 0.0000174303 0.0011119355
1413394889.25576 0.432678 0.343587 0.486912 -0.796917 -0.015620 -0.603364 0.025136 0.0002152329 -0.0000035890 -0.0000586162 0.0000111953 0.0000015017 0.0000275527 0.0011441242 0.0000172290 0.0000262086 0.0010984757 0.0000159326 0.0011033634
1413394889.30576 0.452707 0.350666 0.497827 -0.785863 -0.016436 -0.617767 0.022633 0.0001901534 -0.0000017092 -0.0000446922 0.0000111358 0.0000008715 0.0000218562 0.0011447786 0.0000209997 0.0000280843 0.0010979396 0.0000157582 0.0011021820
1413394889.35576 0.471406 0.357235 0.511437 -0.770575 -0.017237 -0.636814 0.019605 0.0001562054 -0.0000000373 -0.0000290677 0.0000110511 0.0000004058 0.0000164781 0.0011435257 0.0000271245 0.0000296426 0.0010955771 0.0000157440 0.0011007688
1413394889.40576 0.484429 0.364773 0.525053 -0.755003 -0.018076 -0.655153 0.020440 0.0001182468 0.0000007025 -0.0000164970 0.0000109340 0.0000002720 0.0000131226 0.0011432022 0.0000342522 0.0000320471 0.0010893834 0.0000144979 0.0010996152
1413394889.45576 0.492440 0.372261 0.539793 -0.739671 -0.020111 -0.672381 0.019633 0.0000839852 0.0000014372 -0.0000084462 0.0000107455 0.0000001468 0.0000114221 0.0011402270 0.0000390035 0.0000314305 0.0010799629 0.0000119868 0.0010960509
1413394889.50576 0.494595 0.381099 0.553062 -0.731745 -0.021884 -0.680937 0.019883 0.0000707903 0.0000017278 -0.0000058433 0.0000106584 0.0000000924 0.0000109439 0.0011394535 0.0000402602 0.0000304487 0.0010761694 0.0000095399 0.0010934064
1413394889.55576 0.493999 0.389298 0.564101 -0.736081 -0.024270 -0.676247 0.016913 0.0000592894 0.0000020528 -0.0000056180 0.0000104459 -0.0000001182 0.0000108836 0.0011357457 0.0000400808 0.0000282011 0.0010713730 0.0000068542 0.0010905164
1413394889.60576 0.483291 0.393299 0.573866 -0.750716 -0.023924 -0.659975 0.016925 0.0000464113 0.0000017385 -0.0000062863 0.0000100702 -0.0000003517 0.0000111292 0.0011285707 0.0000388603 0.0000251788 0.0010651859 0.0000040071 0.0010875910
1413394889.65576 0.467804 0.396386 0.583810 -0.769953 -0.024256 -0.637460 0.015152 0.0000398905 0.0000016662 -0.0000073322 0.0000097600 -0.0000005571 0.0000116958 0.0011183167 0.0000348418 0.0000203543 0.0010605316 0.0000013215 0.0010838134
1413394889.70576 0.449310 0.401015 0.593578 -0.790942 -0.024224 -0.611254 0.013908 0.0000348891 0.0000016120 -0.0000081311 0.0000094813 -0.0000007131 0.0000124465 0.0011104799 0.0000317031 0.0000168777 0.0010567246 -0.0000001937 0.0010806655
1413394889.75576 0.426917 0.405987 0.601356 -0.811847 -0.024625 -0.583229 0.011902 0.0000310930 0.0000016807 -0.0000087330 0.0000093245 -0.0000008478 0.0000133224 0.0011064770 0.0000303652 0.0000150570 0.0010539697 -0.0000001482 0.0010775446
1413394889.80576 0.407626 0.412195 0.611784 -0.830306 -0.023926 -0.556665 0.011962 0.0000278815 0.0000015607 -0.0000090421 0.0000091692 -0.0000009331 0.0000141742 0.0011044708 0.0000299633 0.0000140146 0.0010529391 -0.0000004100 0.0010756043
1413394889.85576 0.392230 0.419143 0.621443 -0.845423 -0.022244 -0.533509 0.011537 0.0000245355 0.0000014019 -0.0000087338 0.0000090220 -0.0000009563 0.0000146833 0.0011017440 0.0000292089 0.0000134300 0.0010518657 0.0000000115 0.0010730007
1413394889.90576 0.375754 0.426100 0.629990 -0.858347 -0.020967 -0.512516 0.011308 0.0000226297 0.0000012487 -0.0000086232 0.0000089809 -0.0000009634 0.0000152159 0.0011023223 0.0000295919 0.0000142890 0.0010521649 0.0000006772 0.0010724490
1413394889.95576 0.363778 0.433096 0.640299 -0.868720 -0.019723 -0.494742 0.012912 0.0000205821 0.0000010192 -0.0000081157 0.0000088959 -0.0000008777 0.0000154076 0.0011030865 0.0000302657 0.0000150035 0.0010529006 0.0000011743 0.0010720620
1413394890.00576 0.356688 0.440447 0.645746 -0.877922 -0.019249 -0.478271 0.011837 0.0000184190 0.0000008695 -0.0000072869 0.0000087709 -0.0000008270 0.0000152625 0.0011037775 0.0000308777 0.0000157442 0.0010534891 0.0000016948 0.0010717857
1413394890.05576 0.355487 0.446355 0.649170 -0.885608 -0.018065 -0.463939 0.011505 0.0000164829 0.0000007417 -0.0000064649 0.0000086119 -0.0000007511 0.0000150823 0.0011049714 0.0000314087 0.0000167647 0.0010545990 0.0000019696 0.0010718950
1413394890.10576 0.359725 0.452242 0.650287 -0.890570 -0.014634 -0.454406 0.013633 0.0000146455 0.0000005762 -0.0000055045 0.0000083943 -0.0000006020 0.0000146234 0.0011054909 0.0000316558 0.0000177676 0.0010556040 0.0000022931 0.0010719986
1413394890.15576 0.370025 0.457793 0.651676 -0.889386 -0.010987 -0.456724 0.016583 0.0000130898 0.0000004735 -0.0000045424 0.0000081666 -0.0000004592 0.0000138668 0.0011050480 0.0000314476 0.0000186301 0.0010564216 0.0000026462 0.0010720566
1413394890.20576 0.386026 0.462543 0.656275 -0.881321 -0.009051 -0.472068 0.018539 0.0000121735 0.0000005147 -0.0000039216 0.0000079742 -0.0000004296 0.0000131619 0.0010992402 0.0000289732 0.0000174669 0.0010563411 0.0000024015 0.0010714009
1413394890.25576 0.408983 0.467735 0.659148 -0.869608 -0.004274 -0.493128 0.024247 0.0000118678 0.0000005477 -0.0000036656 0.0000078993 -0.0000003492 0.0000126436 0.0010995266 0.0000277259 0.0000179696 0.0010565156 0.0000026184 0.0010716223
1413394890.30576 0.437010 0.472599 0.659436 -0.855446 -0.000141 -0.517062 0.029304 0.0000118280 0.0000005870 -0.0000035574 0.0000078449 -0.0000002800 0.0000121913 0.0010994665 0.0000263336 0.0000182294 0.0010566644 0.0000027839 0.0010718980
1413394890.35576 0.460279 0.478400 0.653484 -0.838890 0.003815 -0.543222 0.034032 0.0000119851 0.0000006208 -0.0000034481 0.0000076942 -0.0000001872 0.0000116338 0.0010913062 0.0000253751 0.0000147731 0.0010513755 0.0000033872 0.0010705834
1413394890.40576 0.491660 0.481188 0.650586 -0.821269 0.007698 -0.569146 0.039133 0.0000121865 0.0000006275 -0.0000033395 0.0000075225 -0.0000001345 0.0000111332 0.0010850047 0.0000238023 0.0000130264 0.0010488872 0.0000029654 0.0010702999
1413394890.45576 0.527591 0.481683 0.646009 -0.804226 0.008503 -0.592787 0.041861 0.0000124076 0.0000006202 -0.0000031912 0.0000074331 -0.0000000931 0.0000106899 0.0010828430 0.0000228637 0.0000130519 0.0010494082 0.0000028022 0.0010706259
1413394890.50576 0.557482 0.480472 0.640428 -0.786166 0.008616 -0.616379 0.044112 0.0000126830 0.0000005973 -0.0000030375 0.0000073684 -0.0000000308 0.0000102940 0.0010825734 0.0000223002 0.0000131626 0.0010503738 0.0000026490 0.0010710467
1413394890.55576 0.585385 0.475926 0.633591 -0.769926 0.007775 -0.636594 0.043613 0.0000128380 0.0000006344 -0.0000028607 0.0000073221 -0.0000000017 0.0000099677 0.0010831254 0.0000219926 0.0000133367 0.0010515366 0.0000024791 0.0010713998
1413394890.60576 0.607729 0.469461 0.624871 -0.756937 0.004471 -0.652112 0.042146 0.0000128359 0.0000006877 -0.0000027052 0.0000072475 0.0000000372 0.0000097170 0.0010846679 0.0000222497 0.0000135927 0.0010528121 0.0000023153 0.0010716748
1413394890.65576 0.625063 0.461998 0.617932 -0.746882 -0.000963 -0.663904 0.037389 0.0000128062 0.0000007609 -0.0000026023 0.0000071680 0.0000000663 0.0000095169 0.0010862545 0.0000226108 0.0000136422 0.0010541040 0.0000021128 0.0010718388
1413394890.70576 0.633795 0.452312 0.610196 -0.739198 -0.005136 -0.672625 0.033695 0.0000127264 0.0000008158 -0.0000025250 0.0000070432 0.0000000929 0.0000093328 0.0010870220 0.0000225179 0.0000133146 0.0010547560 0.0000017609 0.0010717813
1413394890.75576 0.635940 0.441630 0.602276 -0.737926 -0.009931 -0.674140 0.030019 0.0000123469 0.0000007664 -0.0000025618 0.0000068443 0.0000001383 0.0000092075 0.0010871320 0.0000226008 0.0000129472 0.0010556157 0.0000015333 0.0010716593
1413394890.80576 0.634062 0.431182 0.591599 -0.747136 -0.015563 -0.664068 0.023666 0.0000115996 0.0000006939 -0.0000026993 0.0000065254 0.0000001217 0.0000091931 0.0010835589 0.0000204336 0.0000123469 0.0010546998 0.0000013374 0.0010712495
1413394890.85576 0.619443 0.418133 0.579102 -0.763098 -0.018077 -0.645645 0.022289 0.0000104760 0.0000004818 -0.0000028127 0.0000060956 0.0000001590 0.0000092610 0.0010775916 0.0000181836 0.0000111214 0.0010535573 0.0000013246 0.0010703074
1413394890.90576 0.606715 0.406253 0.571345 -0.782739 -0.020505 -0.621675 0.020467 0.0000092162 0.0000002953 -0.0000028071 0.0000057021 0.0000002292 0.0000094377 0.0010742123 0.0000167016 0.0000106473 0.0010526392 0.0000013855 0.0010696540
1413394890.95576 0.584795 0.395943 0.559141 -0.803805 -0.022953 -0.594178 0.017976 0.0000082912 0.0000002199 -0.0000026657 0.0000054643 0.0000002845 0.0000097000 0.0010732628 0.0000160700 0.0000102821 0.0010520863 0.0000013786 0.0010689715
1413394891.00576 0.565616 0.385375 0.548018 -0.824309 -0.025178 -0.565391 0.014630 0.0000075258 0.0000002282 -0.0000024510 0.0000052520 0.0000003081 0.0000099318 0.0010716621 0.0000154597 0.0000101841 0.0010514519 0.0000014476 0.0010681423
1413394891.05576 0.544979 0.373575 0.538253 -0.841344 -0.026123 -0.539717 0.012786 0.0000068373 0.0000003071 -0.0000021780 0.0000050914 0.0000003197 0.0000100606 0.0010705639 0.0000148828 0.0000099329 0.0010508087 0.0000015430 0.0010674339
1413394891.10576 0.528855 0.361986 0.529759 -0.855064 -0.027554 -0.517696 0.009864 0.0000062825 0.0000003934 -0.0000019177 0.0000049896 0.0000003004 0.0000101469 0.0010684176 0.0000153496 0.0000094561 0.0010504971 0.0000016173 0.0010668457
1413394891.15576 0.518657 0.351476 0.522826 -0.865607 -0.027305 -0.499896 0.009089 0.0000059086 0.0000004516 -0.0000016914 0.0000049244 0.0000002858 0.0000101683 0.0010685343 0.0000154186 0.0000092720 0.0010507111 0.0000016886 0.0010664733
1413394891.20576 0.513330 0.340848 0.516989 -0.873202 -0.027502 -0.486518 0.007911 0.0000056559 0.0000004808 -0.0000015098 0.0000048808 0.0000002583 0.0000101359 0.0010689407 0.0000154169 0.0000091213 0.0010510151 0.0000017756 0.0010661695
1413394891.25576 0.512249 0.331267 0.511342 -0.878434 -0.028285 -0.476987 0.006031 0.0000054455 0.0000004935 -0.0000013552 0.0000048375 0.0000002250 0.0000100211 0.0010682141 0.0000157733 0.0000091297 0.0010511504 0.0000017538 0.0010657528
1413394891.30576 0.517381 0.323221 0.507825 -0.880671 -0.028372 -0.472847 0.005433 0.0000052525 0.0000004827 -0.0000012071 0.0000047957 0.0000001913 0.0000097661 0.0010684202 0.0000158532 0.0000089818 0.0010513628 0.0000019095 0.0010653504
1413394891.35576 0.529971 0.318095 0.505417 -0.879895 -0.030152 -0.474195 0.003746 0.0000050942 0.0000004755 -0.0000010871 0.0000047581 0.0000001399 0.0000094154 0.0010688933 0.0000158581 0.0000087069 0.0010513767 0.0000021714 0.0010648721
1413394891.40576 0.551360 0.311252 0.506109 -0.873650 -0.032698 -0.485454 0.000692 0.0000050711 0.0000004754 -0.0000011523 0.0000047344 0.0000001345 0.0000092576 0.0010692057 0.0000159668 0.0000084826 0.0010516361 0.0000021861 0.0010645310
1413394891.45576 0.582623 0.305633 0.508971 -0.865403 -0.032689 -0.500008 0.000683 0.0000050698 0.0000004703 -0.0000012397 0.0000047018 0.0000001495 0.0000090884 0.0010690157 0.0000153698 0.0000080431 0.0010512806 0.0000020826 0.0010641616
1413394891.50576 0.615401 0.299913 0.512446 0.855190 0.034147 0.517188 0.000461 0.0000051102 0.0000004641 -0.0000013583 0.0000046712 0.0000001607 0.0000089024 0.0010693102 0.0000150969 0.0000079147 0.0010513116 0.0000021269 0.0010639639
1413394891.55576 0.652869 0.295396 0.516831 -0.844644 -0.033965 -0.534250 0.000106 0.0000051491 0.0000004426 -0.0000014631 0.0000046234 0.0000001833 0.0000086973 0.0010679501 0.0000146999 0.0000075873 0.0010499970 0.0000020134 0.0010637065
1413394891.60576 0.695391 0.292085 0.522385 0.835282 0.036375 0.548613 0.001984 0.0000051286 0.0000003999 -0.0000015333 0.0000045553 0.0000001989 0.0000084753 0.0010644004 0.0000154569 0.0000071374 0.0010477911 0.0000016282 0.0010632666
1413394891.65576 0.737634 0.289605 0.526275 0.828019 0.037470 0.559442 0.002162 0.0000050631 0.0000003359 -0.0000015630 0.0000044760 0.0000002398 0.0000082658 0.0010620703 0.0000161087 0.0000068383 0.0010463326 0.0000015145 0.0010628922
1413394891.70576 0.776031 0.289402 0.528186 0.822368 0.038711 0.567628 0.003223 0.0000049499 0.0000002808 -0.0000015980 0.0000044038 0.0000002575 0.0000081134 0.0010621098 0.0000158993 0.0000068978 0.0010467526 0.0000012532 0.0010627366
1413394891.75576 0.813532 0.289560 0.529717 0.818619 0.039452 0.572971 0.003192 0.0000048378 0.0000002318 -0.0000016293 0.0000043360 0.0000002647 0.0000079744 0.0010626360 0.0000158679 0.0000069667 0.0010473503 0.0000010358 0.0010626256
1413394891.80576 0.851510 0.290525 0.532630 0.816597 0.040509 0.575776 0.003081 0.0000046912 0.0000001846 -0.0000016463 0.0000042629 0.0000002635 0.0000078407 0.0010631615 0.0000159742 0.0000069779 0.0010479544 0.0000009209 0.0010624867
1413394891.85576 0.888726 0.292316 0.539601 0.810983 0.042054 0.583544 0.003865 0.0000046106 0.0000001467 -0.0000017112 0.0000041980 0.0000002488 0.0000076782 0.0010638523 0.0000161938 0.0000070013 0.0010485116 0.0000008711 0.0010624016
1413394891.90576 0.925745 0.295316 0.550094 0.802731 0.043989 0.594701 0.004309 0.0000045903 0.0000001166 -0.0000017998 0.0000041440 0.0000002352 0.0000075046 0.0010643740 0.0000164708 0.0000070344 0.0010491239 0.0000008176 0.0010623264
1413394891.95576 0.961047 0.300552 0.564838 0.793327 0.045072 0.607113 0.003908 0.0000046283 0.0000000835 -0.0000018937 0.0000040973 0.0000002237 0.0000073284 0.0010651466 0.0000167665 0.0000071628 0.0010498011 0.0000007947 0.0010623462
1413394892.00576 0.996660 0.306107 0.581153 0.785183 0.046501 0.617502 0.003983 0.0000046548 0.0000000604 -0.0000019712 0.0000040583 0.0000002121 0.0000071776 0.0010656844 0.0000170944 0.0000072799 0.0010505045 0.0000007678 0.0010624123
1413394892.05576 1.030027 0.313214 0.597915 0.778322 0.048988 0.625948 0.001981 0.0000047032 0.0000000428 -0.0000020343 0.0000040375 0.0000002127 0.0000070497 0.0010662103 0.0000174350 0.0000074096 0.0010512305 0.0000007448 0.0010625272
1413394892.10576 1.062226 0.321311 0.614990 -0.772730 -0.052676 -0.632544 0.001253 0.0000047382 0.0000000218 -0.0000020829 0.0000040253 0.0000002301 0.0000069472 0.0010667897 0.0000178291 0.0000075726 0.0010519168 0.0000007299 0.0010626874
